Date,QQQ,IDU,SDG,MNA,SGOL,CQQQ,EWJ,EWY
2018-11-12,163.8651123046875,131.1874542236328,53.37601852416992,31.799999237060547,11.593999862670898,40.1502685546875,52.39874267578125,56.494041442871094
2018-11-13,164.0030059814453,131.60232543945312,53.664634704589844,31.860000610351562,11.597000122070312,41.235408782958984,52.2059211730957,57.29530334472656
2018-11-14,162.75181579589844,130.25393676757812,53.62589645385742,31.90999984741211,11.696999549865723,41.9422492980957,52.389102935791016,57.073265075683594
2018-11-15,165.59901428222656,129.5939178466797,53.87382888793945,32.02000045776367,11.704999923706055,43.38578796386719,52.69761276245117,58.52133560180664
2018-11-16,165.0177764892578,131.1968536376953,54.236053466796875,31.979999542236328,11.788999557495117,43.276275634765625,52.736175537109375,58.73371887207031
2018-11-19,159.6583709716797,132.05490112304688,53.49030685424805,31.860000610351562,11.803999900817871,42.16126251220703,52.504791259765625,57.87453079223633
2018-11-20,156.80133056640625,131.0648651123047,52.7348747253418,31.760000228881836,11.793000221252441,41.22545623779297,51.54069519042969,56.86088562011719
2018-11-21,157.99342346191406,129.39590454101562,53.509674072265625,31.770000457763672,11.824999809265137,42.35042190551758,52.33125305175781,57.6138801574707
2018-11-23,156.85060119628906,129.47134399414062,53.31597137451172,31.850000381469727,11.803000450134277,41.544029235839844,52.13843536376953,56.5809211730957
2018-11-26,160.47605895996094,130.2728271484375,53.722747802734375,32.0099983215332,11.795000076293945,42.380287170410156,52.842227935791016,58.14483642578125
2018-11-27,161.01791381835938,131.1591339111328,53.596839904785156,31.84000015258789,11.720999717712402,42.748634338378906,52.79402160644531,58.463417053222656
2018-11-28,166.199951171875,131.03656005859375,54.487857818603516,31.829999923706055,11.777000427246094,43.93333435058594,53.4881706237793,59.71841049194336
2018-11-29,165.65811157226562,130.82913208007812,54.24573516845703,31.829999923706055,11.814000129699707,42.83823776245117,53.304996490478516,59.119873046875
2018-11-30,166.8600311279297,132.67723083496094,54.39101028442383,31.829999923706055,11.788999557495117,43.784000396728516,53.35319900512695,58.52133560180664
2018-12-03,169.77618408203125,133.94073486328125,54.86460494995117,31.81999969482422,11.873000144958496,45.01847839355469,54.076271057128906,60.1431770324707
2018-12-04,163.26412963867188,134.0915985107422,53.99392318725586,31.770000457763672,11.944999694824219,43.85368728637695,52.08059310913086,58.656490325927734
2018-12-06,164.4167938232422,134.1764678955078,53.92613220214844,31.950000762939453,11.944999694824219,42.818321228027344,52.00345993041992,58.202762603759766
2018-12-07,158.98846435546875,134.7705078125,52.901458740234375,31.790000915527344,12.045999526977539,42.021888732910156,51.617820739746094,56.938114166259766
2018-12-10,160.6533966064453,135.08164978027344,52.347476959228516,31.700000762939453,12.001999855041504,41.842689514160156,51.22254180908203,56.996036529541016
2018-12-11,161.18539428710938,135.4965362548828,52.39590072631836,31.68000030517578,11.991000175476074,42.57939529418945,51.18397903442383,56.90915298461914
2018-12-12,162.60406494140625,134.8459014892578,53.432193756103516,31.8700008392334,12.015999794006348,43.25636291503906,51.80099868774414,57.89384078979492
2018-12-13,162.6533203125,135.96798706054688,53.56003189086914,31.860000610351562,11.989999771118164,43.057254791259766,51.64674377441406,57.758689880371094
2018-12-14,158.69290161132812,135.5342559814453,52.94794464111328,31.729999542236328,11.944999694824219,42.380287170410156,51.05864334106445,56.68711471557617
2018-12-17,155.09698486328125,131.2371368408203,52.105350494384766,31.6299991607666,12.020000457763672,41.01639175415039,50.653724670410156,56.36853790283203
2018-12-18,156.0723114013672,130.23207092285156,52.442649841308594,31.479999542236328,12.04800033569336,40.568397521972656,50.79460144042969,57.16122055053711
2018-12-19,152.23995971679688,130.08982849121094,51.55393600463867,31.469999313354492,11.980999946594238,39.68236541748047,50.04648208618164,56.50554656982422
2018-12-20,150.03314208984375,130.28897094726562,51.513851165771484,31.5,12.161999702453613,39.35383224487305,49.78415298461914,57.004642486572266
2018-12-21,145.3831329345703,129.3407745361328,50.741485595703125,31.309999465942383,12.111000061035156,38.796329498291016,48.249046325683594,56.70126724243164
2018-12-24,141.7778778076172,123.8887710571289,50.252655029296875,31.260000228881836,12.241999626159668,38.746334075927734,47.72438430786133,56.26089096069336
2018-12-26,150.63037109375,125.61442565917969,51.86581802368164,31.469999313354492,12.208999633789062,39.95621871948242,48.62796401977539,57.30801773071289
2018-12-27,151.21328735351562,126.66690826416016,51.318321228027344,31.639999389648438,12.29699993133545,39.736244201660156,49.2789306640625,57.42544937133789
2018-12-28,151.13426208496094,126.8470458984375,51.65073013305664,31.59000015258789,12.348999977111816,39.81623458862305,49.33721923828125,57.904972076416016
2018-12-31,152.4087677001953,127.2642593383789,51.816932678222656,31.709999084472656,12.368000030517578,39.366275787353516,49.249778747558594,57.601600646972656
2019-01-02,153.02133178710938,124.8179702758789,51.42586135864258,31.59000015258789,12.381999969482422,39.39627456665039,49.58983612060547,56.8284912109375
2019-01-03,148.02206420898438,125.02658081054688,51.43270492553711,31.709999084472656,12.49899959564209,37.916412353515625,49.308074951171875,55.6052131652832
2019-01-04,154.35511779785156,126.83756256103516,52.726173400878906,31.790000915527344,12.404999732971191,39.806236267089844,50.97920608520508,57.366729736328125
2019-01-07,156.1927947998047,126.01265716552734,53.20523452758789,31.860000610351562,12.428000450134277,40.57616424560547,51.105506896972656,57.582027435302734
2019-01-08,157.6056365966797,127.60562133789062,53.811397552490234,31.8700008392334,12.401000022888184,40.796138763427734,51.348411560058594,56.93613815307617
2019-01-09,158.89004516601562,126.66690826416016,54.20246505737305,31.829999923706055,12.47700023651123,42.08601760864258,51.63016891479492,58.384498596191406
2019-01-10,159.34451293945312,128.49688720703125,54.427330017089844,31.90999984741211,12.404999732971191,42.2660026550293,51.941078186035156,58.61936950683594
2019-01-11,158.76158142089844,127.99436950683594,54.104698181152344,32.0099983215332,12.425000190734863,41.796043395996094,51.33869552612305,58.5704345703125
2019-01-14,157.358642578125,125.26361083984375,53.918941497802734,32.029998779296875,12.458999633789062,40.99612045288086,51.154090881347656,57.904972076416016
2019-01-15,160.4313201904297,126.8470458984375,54.27090072631836,32.16999816894531,12.4350004196167,41.56606674194336,51.775909423828125,58.727012634277344
2019-01-16,160.4016876220703,127.33063507080078,54.18291091918945,32.13999938964844,12.472000122070312,42.246002197265625,52.02851867675781,59.71541976928711
2019-01-17,161.6663360595703,127.86162567138672,54.37844467163086,32.08000183105469,12.460000038146973,42.57597351074219,51.9216423034668,59.82307052612305
2019-01-18,163.26687622070312,128.108154296875,54.98461151123047,32.04999923706055,12.352999687194824,43.63587188720703,52.611473083496094,60.13623046875
2019-01-22,159.99659729003906,128.31674194335938,54.31978988647461,31.860000610351562,12.388999938964844,41.89603805541992,51.669036865234375,58.84444808959961
2019-01-23,160.20407104492188,129.53985595703125,54.563228607177734,32.040000915527344,12.37399959564209,42.10601806640625,51.523292541503906,59.65670394897461
2019-01-24,161.24147033691406,130.20361328125,54.68152618408203,32.08000183105469,12.35099983215332,42.8359489440918,51.824485778808594,60.37109375
2019-01-25,163.16807556152344,128.55380249023438,54.987545013427734,32.15999984741211,12.531999588012695,44.11582565307617,52.388004302978516,62.10325241088867
2019-01-28,161.15255737304688,127.89955139160156,54.36280822753906,32.11000061035156,12.572999954223633,43.62587356567383,52.00908660888672,61.574798583984375
2019-01-29,159.63104248046875,128.24085998535156,54.749969482421875,32.29999923706055,12.651000022888184,43.28590774536133,52.05767059326172,61.907527923583984
2019-01-30,163.6916961669922,129.16061401367188,55.43434143066406,32.290000915527344,12.736000061035156,44.02583312988281,52.640621185302734,63.76691436767578
2019-01-31,166.1419677734375,131.81552124023438,55.47344970703125,32.310001373291016,12.729999542236328,44.895755767822266,52.73777770996094,63.33631896972656
2019-02-01,165.4404754638672,131.369873046875,55.83421325683594,32.2599983215332,12.706000328063965,44.62577819824219,52.52403259277344,62.67085647583008
2019-02-04,167.4955291748047,131.5594940185547,55.67484664916992,32.310001373291016,12.652999877929688,44.835758209228516,52.640621185302734,62.876365661621094
2019-02-05,168.97750854492188,131.7396697998047,56.089385986328125,32.2599983215332,12.682999610900879,45.805667877197266,52.8543701171875,63.84519577026367
2019-02-06,168.47361755371094,131.44570922851562,56.02094268798828,32.18000030517578,12.597000122070312,45.2257194519043,52.41715621948242,63.258026123046875
2019-02-07,166.21112060546875,133.228271484375,55.18992614746094,32.099998474121094,12.630999565124512,44.07583236694336,51.6884651184082,62.10325241088867
2019-02-08,166.53713989257812,133.92996215820312,55.08238220214844,32.130001068115234,12.675000190734863,44.65577697753906,51.23181915283203,61.330142974853516
2019-02-11,166.37905883789062,133.7498016357422,55.18796920776367,32.099998474121094,12.614999771118164,45.20572280883789,51.2803955078125,61.4084358215332
2019-02-12,168.8391876220703,133.9583740234375,55.99161911010742,32.040000915527344,12.642000198364258,45.895660400390625,52.18397521972656,62.16197204589844
2019-02-13,168.95774841308594,133.7118682861328,55.981842041015625,31.93000030517578,12.59000015258789,46.16563034057617,52.310279846191406,61.809669494628906
2019-02-14,169.16522216796875,133.45584106445312,56.148048400878906,32.099998474121094,12.654999732971191,45.945655822753906,52.271419525146484,62.19132995605469
2019-02-15,169.8765869140625,133.9488983154297,56.52543640136719,32.16999816894531,12.737000465393066,45.08573532104492,52.94181442260742,62.054325103759766
2019-02-19,170.21250915527344,134.7074737548828,56.9301872253418,32.25,12.925000190734863,45.81566619873047,53.029258728027344,62.2891960144043
2019-02-20,170.182861328125,135.36167907714844,56.998626708984375,32.2599983215332,12.906000137329102,46.14563751220703,53.087554931640625,62.798072814941406
2019-02-21,169.5604248046875,136.3098602294922,56.651554107666016,32.27000045776367,12.763999938964844,46.11563491821289,53.00982666015625,62.50448989868164
2019-02-22,170.815185546875,137.20114135742188,57.01525115966797,32.22999954223633,12.805000305175781,47.945465087890625,53.12641525268555,63.1014518737793
2019-02-25,171.4376220703125,136.3193359375,56.99080276489258,32.15999984741211,12.793999671936035,48.935367584228516,53.427608489990234,63.30696105957031
2019-02-26,171.61544799804688,136.02542114257812,57.46791076660156,32.13999938964844,12.815999984741211,48.29542922973633,53.61220932006836,63.12102127075195
2019-02-27,171.5067901611328,136.35728454589844,57.059242248535156,32.27000045776367,12.727999687194824,47.825477600097656,53.330448150634766,62.97422409057617
2019-02-28,171.11160278320312,136.94512939453125,56.7982063293457,32.11000061035156,12.652999877929688,47.65549087524414,52.81550979614258,61.62373352050781
2019-03-01,172.2971954345703,137.32440185546875,56.793312072753906,32.2599983215332,12.437000274658203,47.825477600097656,52.9709587097168,61.70201873779297
2019-03-04,172.32684326171875,137.55197143554688,56.44135284423828,32.209999084472656,12.404999732971191,48.3154296875,52.805789947509766,61.212711334228516
2019-03-05,172.45529174804688,137.31492614746094,56.55867004394531,32.2599983215332,12.423999786376953,49.7952880859375,52.8543701171875,61.06591796875
2019-03-06,171.47714233398438,137.27700805664062,56.55867004394531,32.099998474121094,12.416000366210938,49.40532684326172,52.54346466064453,60.80168914794922
